folder,name,repo,n,our_resolved,peer_resolved,our_rate,peer_rate,delta_rate
20250329_MSWE-agent_Claude-3.7-Sonnet,MSWE-agent + Claude-3.7-Sonnet,fasterxml/jackson-core,18,8,8,0.4444444444444444,0.4444444444444444,0.0
20250329_MSWE-agent_Claude-3.7-Sonnet,MSWE-agent + Claude-3.7-Sonnet,fasterxml/jackson-databind,42,20,12,0.47619047619047616,0.2857142857142857,0.19047619047619047
20250329_MSWE-agent_Claude-3.7-Sonnet,MSWE-agent + Claude-3.7-Sonnet,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MSWE-agent_Claude-3.7-Sonnet,MSWE-agent + Claude-3.7-Sonnet,google/gson,5,3,3,0.6,0.6,0.0
20250329_MSWE-agent_Claude-3.7-Sonnet,MSWE-agent + Claude-3.7-Sonnet,googlecontainertools/jib,5,3,4,0.6,0.8,-0.2
20250329_MSWE-agent_Claude-3.7-Sonnet,MSWE-agent + Claude-3.7-Sonnet,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,elastic/logstash,38,0,1,0.0,0.02631578947368421,-0.02631578947368421
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,fasterxml/jackson-core,18,8,3,0.4444444444444444,0.16666666666666666,0.2777777777777778
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,fasterxml/jackson-databind,42,20,5,0.47619047619047616,0.11904761904761904,0.35714285714285715
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,fasterxml/jackson-dataformat-xml,5,1,0,0.2,0.0,0.2
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,google/gson,5,3,0,0.6,0.0,0.6
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,googlecontainertools/jib,5,3,3,0.6,0.6,0.0
20250329_MSWE-agent_DeepSeek-R1,MSWE-agent + DeepSeek-R1,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,elastic/logstash,38,0,1,0.0,0.02631578947368421,-0.02631578947368421
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,fasterxml/jackson-core,18,8,2,0.4444444444444444,0.1111111111111111,0.3333333333333333
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,fasterxml/jackson-databind,42,20,8,0.47619047619047616,0.19047619047619047,0.2857142857142857
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,fasterxml/jackson-dataformat-xml,5,1,0,0.2,0.0,0.2
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,google/gson,5,3,2,0.6,0.4,0.2
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,googlecontainertools/jib,5,3,2,0.6,0.4,0.2
20250329_MSWE-agent_DeepSeek-V3,MSWE-agent + DeepSeek-V3,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,fasterxml/jackson-core,18,8,1,0.4444444444444444,0.05555555555555555,0.3888888888888889
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,fasterxml/jackson-databind,42,20,5,0.47619047619047616,0.11904761904761904,0.35714285714285715
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,fasterxml/jackson-dataformat-xml,5,1,0,0.2,0.0,0.2
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,google/gson,5,3,1,0.6,0.2,0.4
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,googlecontainertools/jib,5,3,1,0.6,0.2,0.4
20250329_MSWE-agent_Doubao-1.5-pro,MSWE-agent + Doubao-1.5-pro,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,fasterxml/jackson-core,18,8,4,0.4444444444444444,0.2222222222222222,0.2222222222222222
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,fasterxml/jackson-databind,42,20,7,0.47619047619047616,0.16666666666666666,0.30952380952380953
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,google/gson,5,3,1,0.6,0.2,0.4
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,googlecontainertools/jib,5,3,2,0.6,0.4,0.2
20250329_MSWE-agent_GPT-4o-1120,MSWE-agent + GPT-4o-1120,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,fasterxml/jackson-core,18,8,6,0.4444444444444444,0.3333333333333333,0.1111111111111111
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,fasterxml/jackson-databind,42,20,15,0.47619047619047616,0.35714285714285715,0.11904761904761904
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,google/gson,5,3,2,0.6,0.4,0.2
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,googlecontainertools/jib,5,3,3,0.6,0.6,0.0
20250329_MSWE-agent_OpenAI-o1,MSWE-agent + OpenAI-o1,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,fasterxml/jackson-core,18,8,5,0.4444444444444444,0.2777777777777778,0.16666666666666666
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,fasterxml/jackson-databind,42,20,11,0.47619047619047616,0.2619047619047619,0.21428571428571427
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,fasterxml/jackson-dataformat-xml,5,1,2,0.2,0.4,-0.2
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,google/gson,5,3,2,0.6,0.4,0.2
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,googlecontainertools/jib,5,3,0,0.6,0.0,0.6
20250329_MSWE-agent_OpenAI-o3-mini-high,MSWE-agent + OpenAI-o3-mini-high,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,fasterxml/jackson-core,18,8,1,0.4444444444444444,0.05555555555555555,0.3888888888888889
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,fasterxml/jackson-databind,42,20,1,0.47619047619047616,0.023809523809523808,0.4523809523809524
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,fasterxml/jackson-dataformat-xml,5,1,0,0.2,0.0,0.2
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,google/gson,5,3,0,0.6,0.0,0.6
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,googlecontainertools/jib,5,3,1,0.6,0.2,0.4
20250329_MSWE-agent_Qwen2.5-72B-Instruct,MSWE-agent + Qwen2.5-72B-Instruct,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),alibaba/fastjson2,6,4,2,0.6666666666666666,0.3333333333333333,0.3333333333333333
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),fasterxml/jackson-core,18,8,2,0.4444444444444444,0.1111111111111111,0.3333333333333333
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),fasterxml/jackson-databind,42,20,13,0.47619047619047616,0.30952380952380953,0.16666666666666666
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),google/gson,5,3,0,0.6,0.0,0.6
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),googlecontainertools/jib,5,3,1,0.6,0.2,0.4
20250329_MagentLess_Claude-3.5-Sonnet(Oct),MagentLess + Claude-3.5-Sonnet(Oct),mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,fasterxml/jackson-core,18,8,1,0.4444444444444444,0.05555555555555555,0.3888888888888889
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,fasterxml/jackson-databind,42,20,12,0.47619047619047616,0.2857142857142857,0.19047619047619047
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,google/gson,5,3,0,0.6,0.0,0.6
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,googlecontainertools/jib,5,3,3,0.6,0.6,0.0
20250329_MagentLess_Claude-3.7-Sonnet,MagentLess + Claude-3.7-Sonnet,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,elastic/logstash,38,0,2,0.0,0.05263157894736842,-0.05263157894736842
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,fasterxml/jackson-core,18,8,6,0.4444444444444444,0.3333333333333333,0.1111111111111111
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,fasterxml/jackson-databind,42,20,17,0.47619047619047616,0.40476190476190477,0.07142857142857142
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,google/gson,5,3,1,0.6,0.2,0.4
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,googlecontainertools/jib,5,3,2,0.6,0.4,0.2
20250329_MagentLess_DeepSeek-R1,MagentLess + DeepSeek-R1,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,elastic/logstash,38,0,1,0.0,0.02631578947368421,-0.02631578947368421
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,fasterxml/jackson-core,18,8,3,0.4444444444444444,0.16666666666666666,0.2777777777777778
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,fasterxml/jackson-databind,42,20,3,0.47619047619047616,0.07142857142857142,0.40476190476190477
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,fasterxml/jackson-dataformat-xml,5,1,0,0.2,0.0,0.2
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,google/gson,5,3,0,0.6,0.0,0.6
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,googlecontainertools/jib,5,3,1,0.6,0.2,0.4
20250329_MagentLess_DeepSeek-V3,MagentLess + DeepSeek-V3,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,fasterxml/jackson-core,18,8,1,0.4444444444444444,0.05555555555555555,0.3888888888888889
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,fasterxml/jackson-databind,42,20,4,0.47619047619047616,0.09523809523809523,0.38095238095238093
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,google/gson,5,3,1,0.6,0.2,0.4
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,googlecontainertools/jib,5,3,0,0.6,0.0,0.6
20250329_MagentLess_Doubao-1.5-pro,MagentLess + Doubao-1.5-pro,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,elastic/logstash,38,0,1,0.0,0.02631578947368421,-0.02631578947368421
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,fasterxml/jackson-core,18,8,3,0.4444444444444444,0.16666666666666666,0.2777777777777778
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,fasterxml/jackson-databind,42,20,5,0.47619047619047616,0.11904761904761904,0.35714285714285715
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,google/gson,5,3,1,0.6,0.2,0.4
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,googlecontainertools/jib,5,3,3,0.6,0.6,0.0
20250329_MagentLess_GPT-4o-1120,MagentLess + GPT-4o-1120,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,alibaba/fastjson2,6,4,2,0.6666666666666666,0.3333333333333333,0.3333333333333333
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,elastic/logstash,38,0,2,0.0,0.05263157894736842,-0.05263157894736842
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,fasterxml/jackson-core,18,8,4,0.4444444444444444,0.2222222222222222,0.2222222222222222
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,fasterxml/jackson-databind,42,20,14,0.47619047619047616,0.3333333333333333,0.14285714285714285
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,google/gson,5,3,1,0.6,0.2,0.4
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,googlecontainertools/jib,5,3,3,0.6,0.6,0.0
20250329_MagentLess_OpenAI-o1,MagentLess + OpenAI-o1,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,fasterxml/jackson-core,18,8,2,0.4444444444444444,0.1111111111111111,0.3333333333333333
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,fasterxml/jackson-databind,42,20,2,0.47619047619047616,0.047619047619047616,0.42857142857142855
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,google/gson,5,3,1,0.6,0.2,0.4
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,googlecontainertools/jib,5,3,1,0.6,0.2,0.4
20250329_MagentLess_OpenAI-o3-mini-high,MagentLess + OpenAI-o3-mini-high,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,apache/dubbo,3,1,0,0.3333333333333333,0.0,0.3333333333333333
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,elastic/logstash,38,0,2,0.0,0.05263157894736842,-0.05263157894736842
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,fasterxml/jackson-core,18,8,2,0.4444444444444444,0.1111111111111111,0.3333333333333333
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,fasterxml/jackson-databind,42,20,7,0.47619047619047616,0.16666666666666666,0.30952380952380953
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,google/gson,5,3,0,0.6,0.0,0.6
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,googlecontainertools/jib,5,3,2,0.6,0.4,0.2
20250329_MagentLess_Qwen2.5-72B-Instruct,MagentLess + Qwen2.5-72B-Instruct,mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),alibaba/fastjson2,6,4,0,0.6666666666666666,0.0,0.6666666666666666
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),apache/dubbo,3,1,2,0.3333333333333333,0.6666666666666666,-0.3333333333333333
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),fasterxml/jackson-core,18,8,5,0.4444444444444444,0.2777777777777778,0.16666666666666666
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),fasterxml/jackson-databind,42,20,8,0.47619047619047616,0.19047619047619047,0.2857142857142857
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),fasterxml/jackson-dataformat-xml,5,1,1,0.2,0.2,0.0
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),google/gson,5,3,2,0.6,0.4,0.2
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),googlecontainertools/jib,5,3,1,0.6,0.2,0.4
20250329_MopenHands_Claude-3.5-Sonnet(Oct),MopenHands + Claude-3.5-Sonnet(Oct),mockito/mockito,6,1,0,0.16666666666666666,0.0,0.16666666666666666
20250329_MopenHands_Claude-3.7-Sonnet,MopenHands + Claude-3.7-Sonnet,alibaba/fastjson2,6,4,1,0.6666666666666666,0.16666666666666666,0.5
20250329_MopenHands_Claude-3.7-Sonnet,MopenHands + Claude-3.7-Sonnet,apache/dubbo,3,1,2,0.3333333333333333,0.6666666666666666,-0.3333333333333333
20250329_MopenHands_Claude-3.7-Sonnet,MopenHands + Claude-3.7-Sonnet,elastic/logstash,38,0,0,0.0,0.0,0.0
20250329_MopenHands_Claude-3.7-Sonnet,MopenHands + Claude-3.7-Sonnet,fasterxml/jackson-core,18,8,4,0.4444444444444444,0.2222222222222222,0.2222222222222222
