instance_id,repo,resolved,in_no_generation,in_no_logs,has_report,patch_exists,patch_is_None,patch_successfully_applied,resolved_in_report,FAIL_TO_PASS_success,FAIL_TO_PASS_failure,FAIL_TO_FAIL_success,FAIL_TO_FAIL_failure,PASS_TO_PASS_success,PASS_TO_PASS_failure,PASS_TO_FAIL_success,PASS_TO_FAIL_failure,has_patch_diff,patch_files,patch_hunks,patch_added,patch_removed,patch_churn,patch_is_empty,has_traj,exit_status,submission_present,n_messages,n_assistant,n_user,n_system,n_bash_calls,api_calls,prompt_tokens,completion_tokens,total_tokens,runtime_sec,mini_version,phase_ISSUE_REPRODUCT_msgs,phase_ISSUE_REPRODUCT_steps,phase_ISSUE_REPRODUCT_complete,phase_ISSUE_REPRODUCT_giveup,phase_ISSUE_REPRODUCT_visited,phase_TEST_SYNTHSIZE_msgs,phase_TEST_SYNTHSIZE_steps,phase_TEST_SYNTHSIZE_complete,phase_TEST_SYNTHSIZE_giveup,phase_TEST_SYNTHSIZE_visited,phase_CODE_LOCALIZE_msgs,phase_CODE_LOCALIZE_steps,phase_CODE_LOCALIZE_complete,phase_CODE_LOCALIZE_giveup,phase_CODE_LOCALIZE_visited,phase_TEST_LOCALIZE_msgs,phase_TEST_LOCALIZE_steps,phase_TEST_LOCALIZE_complete,phase_TEST_LOCALIZE_giveup,phase_TEST_LOCALIZE_visited,phase_CODE_FIX_msgs,phase_CODE_FIX_steps,phase_CODE_FIX_complete,phase_CODE_FIX_giveup,phase_CODE_FIX_visited,phase_VERIFY_PATCH_msgs,phase_VERIFY_PATCH_steps,phase_VERIFY_PATCH_complete,phase_VERIFY_PATCH_giveup,phase_VERIFY_PATCH_visited,phase_ISSUE_CLOSE_msgs,phase_ISSUE_CLOSE_steps,phase_ISSUE_CLOSE_complete,phase_ISSUE_CLOSE_giveup,phase_ISSUE_CLOSE_visited,phase_FINAL_REPORT_msgs,phase_FINAL_REPORT_steps,phase_FINAL_REPORT_complete,phase_FINAL_REPORT_giveup,phase_FINAL_REPORT_visited,phase_unknown_msgs,artefact_missing,all_phases_visited
astropy__astropy-7166,astropy/astropy,True,False,False,True,True,False,True,False,0,1,0,0,6,0,0,0,True,1,1,21,3,24,False,True,Submitted,True,426,201,217,8,193,362,4048941,74082,4123023,2193.600368976593,1.17.2,56,10,1,0,1,51,9,1,0,1,41,9,1,0,1,71,11,1,0,1,73,9,1,0,1,55,8,1,0,1,57,9,1,0,1,22,4,1,0,1,0,False,True
astropy__astropy-7336,astropy/astropy,True,False,False,True,True,False,True,True,1,0,0,0,339,0,0,0,True,2,2,7,1,8,False,True,Submitted,True,495,234,252,9,225,423,4910186,63650,4973836,2172.1665506362915,1.17.2,46,10,1,0,1,87,9,1,0,1,53,9,1,0,1,73,11,1,0,1,55,9,1,0,1,118,8,2,0,1,41,9,1,0,1,22,4,1,0,1,0,False,True
astropy__astropy-7606,astropy/astropy,False,False,False,True,True,False,True,True,1,0,0,0,240,0,0,0,True,1,1,4,1,5,False,True,Submitted,True,442,209,225,8,200,377,3901330,66635,3967965,2595.032717704773,1.17.2,50,10,1,0,1,55,9,1,0,1,59,9,1,0,1,73,11,2,0,1,87,9,1,0,1,47,8,1,0,1,51,9,1,0,1,20,4,1,0,1,0,False,True
astropy__astropy-7671,astropy/astropy,True,False,False,True,True,False,True,True,1,0,0,0,3,0,0,0,True,1,2,3,3,6,False,True,Submitted,True,1293,609,659,25,582,1091,11197873,191348,11389221,4967.438626766205,1.17.2,64,10,1,0,1,65,9,1,0,1,53,9,1,0,1,75,11,1,0,1,491,9,9,0,1,472,8,2,10,1,49,9,1,0,1,24,4,1,0,1,0,False,True
astropy__astropy-8707,astropy/astropy,False,False,False,True,True,False,True,True,1,0,0,0,11,0,0,0,True,2,9,68,7,75,False,True,Submitted,True,1245,595,632,18,577,1100,13803278,197960,14001238,6762.478876113892,1.17.2,88,10,1,0,1,73,9,1,0,1,63,9,1,0,1,123,11,1,0,1,318,9,4,0,1,509,8,4,3,1,45,9,1,0,1,26,4,1,0,1,0,False,True
astropy__astropy-8872,astropy/astropy,False,False,False,True,True,False,True,True,1,0,0,0,80,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,472,224,240,8,216,408,4989500,70979,5060479,2755.810023546219,1.17.2,52,10,1,0,1,91,9,1,0,1,59,9,1,0,1,99,11,1,0,1,55,9,1,0,1,47,8,1,0,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-10097,django/django,False,False,False,False,,,,,0,0,0,0,0,0,0,0,False,0,0,0,0,0,True,False,,False,0,0,0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False
django__django-10554,django/django,False,False,False,True,True,False,True,False,0,2,0,0,23,0,0,0,True,1,1,1,0,1,False,True,Submitted,True,690,333,349,8,325,626,9401871,96654,9498525,3236.329345703125,1.17.2,166,10,1,0,1,111,9,1,0,1,77,9,1,0,1,133,11,1,0,1,75,9,1,0,1,53,8,1,0,1,51,9,1,0,1,24,4,1,0,1,0,False,True
django__django-10880,django/django,True,False,False,True,True,False,True,True,1,0,0,0,55,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,548,262,278,8,254,484,5830360,66782,5897142,2249.465179204941,1.17.2,88,10,1,0,1,61,9,1,0,1,57,9,1,0,1,157,11,1,0,1,61,9,1,0,1,49,8,1,0,1,47,9,1,0,1,28,4,1,0,1,0,False,True
django__django-10914,django/django,True,False,False,True,True,False,True,True,1,0,0,0,98,0,0,0,True,2,2,2,2,4,False,True,Submitted,True,556,266,282,8,256,490,6086251,134445,6220696,3365.3447177410126,1.17.2,64,10,1,0,1,99,9,1,0,1,59,9,1,0,1,101,11,1,0,1,75,8,1,0,1,87,8,2,0,1,49,9,1,0,1,22,4,1,0,1,0,False,True
django__django-10973,django/django,True,False,False,True,True,False,True,True,5,0,0,0,0,0,0,0,True,1,2,3,32,35,False,True,Submitted,True,462,219,235,8,209,396,4411283,108791,4520074,2796.651760816574,1.17.2,60,10,1,0,1,73,9,1,0,1,53,9,1,0,1,83,11,1,0,1,73,8,1,0,1,51,8,1,0,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-10999,django/django,False,False,False,True,True,False,True,False,0,2,0,0,10,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,378,177,193,8,169,314,3061868,65132,3127000,1977.3022255897522,1.17.2,50,10,1,0,1,59,9,1,0,1,39,9,1,0,1,65,11,1,0,1,47,9,1,0,1,51,8,1,0,1,41,9,1,0,1,26,4,1,0,1,0,False,True
django__django-11066,django/django,True,False,False,True,True,False,True,True,1,0,0,0,3,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,1262,595,643,24,564,1063,11842111,249551,12091662,5753.844320058823,1.17.2,84,10,1,0,1,103,9,1,0,1,47,9,1,0,1,99,11,1,0,1,360,9,8,0,1,506,8,4,9,1,37,9,1,0,1,26,4,1,0,1,0,False,True
django__django-11087,django/django,False,False,False,True,True,False,True,False,0,1,0,0,41,0,0,0,True,1,1,10,1,11,False,True,Submitted,True,1941,925,986,30,888,1693,23977950,494303,24472253,10251.364704608917,1.17.2,262,10,1,0,1,83,9,1,0,1,57,9,1,0,1,91,11,1,0,1,633,9,9,0,1,744,8,6,9,1,45,9,1,0,1,26,4,1,0,1,0,False,True
django__django-11095,django/django,True,False,False,True,True,False,True,True,1,0,0,0,19,0,0,0,True,1,1,7,1,8,False,True,Submitted,True,550,263,279,8,255,486,5741390,73813,5815203,2613.628947496414,1.17.2,76,10,1,0,1,87,9,1,0,1,65,9,1,0,1,133,11,1,0,1,67,9,1,0,1,47,8,1,0,1,49,9,1,0,1,26,4,1,0,1,0,False,True
django__django-11099,django/django,True,False,False,True,True,False,True,True,3,0,0,0,19,0,0,0,True,1,2,2,2,4,False,True,Submitted,True,414,195,211,8,187,350,3260685,64258,3324943,2212.8400332927704,1.17.2,52,10,1,0,1,49,9,1,0,1,49,9,1,0,1,83,11,1,0,1,49,9,1,0,1,51,8,1,0,1,51,9,1,0,1,30,4,1,0,1,0,False,True
django__django-11119,django/django,True,False,False,True,True,False,True,True,1,0,0,0,7,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,494,235,251,8,227,430,4866191,64356,4930547,2311.832043170929,1.17.2,50,10,1,0,1,49,9,1,0,1,55,9,1,0,1,109,11,1,0,1,95,9,1,0,1,55,8,1,0,1,57,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11133,django/django,True,False,False,True,True,False,True,True,1,0,0,0,64,0,0,0,True,1,1,2,0,2,False,True,Submitted,True,446,211,227,8,203,382,4219161,61209,4280370,2080.9540688991547,1.17.2,74,10,1,0,1,63,9,1,0,1,47,9,1,0,1,85,11,1,0,1,51,9,1,0,1,57,8,1,0,1,49,9,1,0,1,20,4,1,0,1,0,False,True
django__django-11138,django/django,True,False,False,True,True,False,True,False,0,1,0,0,73,0,0,0,True,3,4,18,5,23,False,True,Submitted,True,1744,836,884,24,809,1548,27219553,322388,27541941,8990.731808423996,1.17.2,122,10,1,0,1,121,9,1,0,1,99,9,1,0,1,157,11,1,0,1,684,9,8,0,1,492,8,4,7,1,49,9,1,0,1,20,4,1,0,1,0,False,True
django__django-11141,django/django,True,False,False,True,True,False,True,False,1,0,0,0,23,1,0,0,True,1,2,7,6,13,False,True,Submitted,True,528,252,268,8,244,464,5233445,64156,5297601,2024.0857319831848,1.17.2,104,10,1,0,1,49,9,1,0,1,41,9,1,0,1,107,11,1,0,1,109,9,1,0,1,47,8,1,0,1,45,9,1,0,1,26,4,1,0,1,0,False,True
django__django-11149,django/django,True,False,False,True,True,False,True,False,2,0,0,0,43,3,0,0,True,1,1,24,9,33,False,True,Submitted,True,500,238,254,8,230,436,5425115,79733,5504848,2548.5486862659454,1.17.2,84,10,1,0,1,83,9,1,0,1,49,9,1,0,1,91,11,1,0,1,71,9,1,0,1,45,8,1,0,1,47,9,1,0,1,30,4,1,0,1,0,False,True
django__django-11163,django/django,True,False,False,True,True,False,True,True,1,0,0,0,141,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,454,215,231,8,207,390,4408080,57722,4465802,1947.1961867809296,1.17.2,58,10,1,0,1,57,9,1,0,1,41,9,1,0,1,119,11,1,0,1,55,9,1,0,1,49,8,1,0,1,51,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11179,django/django,True,False,False,True,True,False,True,True,1,0,0,0,40,0,0,0,True,1,1,1,0,1,False,True,Submitted,True,478,227,243,8,219,414,4296445,65168,4361613,2059.263281583786,1.17.2,96,10,1,0,1,65,9,1,0,1,43,9,1,0,1,79,11,1,0,1,67,9,1,0,1,55,8,1,0,1,41,9,1,0,1,32,4,1,0,1,0,False,True
django__django-11206,django/django,True,False,False,True,True,False,True,True,2,0,0,0,4,0,0,0,True,2,2,7,2,9,False,True,Submitted,True,656,310,334,12,293,555,6718195,179350,6897545,4333.83231139183,1.17.2,48,10,1,0,1,47,9,1,0,1,35,8,1,0,1,79,11,1,0,1,247,9,3,0,1,131,8,1,3,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-11211,django/django,True,False,False,True,True,False,True,True,1,0,0,0,76,0,0,0,True,2,2,3,3,6,False,True,Submitted,True,677,325,343,9,315,604,8227583,96547,8324130,3461.7700760364532,1.17.2,176,10,1,0,1,55,9,1,0,1,67,9,1,0,1,111,11,1,0,1,65,9,1,0,1,134,8,3,0,1,47,9,1,0,1,22,4,1,0,1,0,False,True
django__django-11239,django/django,False,False,False,True,True,False,True,False,0,1,0,0,5,0,0,0,True,1,1,17,0,17,False,True,Submitted,True,394,185,201,8,177,330,3147989,58056,3206045,2014.2387177944183,1.17.2,52,10,1,0,1,49,9,1,0,1,43,9,1,0,1,83,11,1,0,1,51,9,1,0,1,49,8,1,0,1,43,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11265,django/django,True,False,False,True,True,False,True,True,1,0,0,0,30,0,0,0,True,1,4,9,1,10,False,True,Submitted,True,1558,759,786,13,741,1448,33166151,271083,33437234,7986.993262767792,1.17.2,82,10,1,0,1,65,9,1,0,1,342,9,2,0,1,164,11,2,0,1,686,9,1,1,1,146,9,2,0,1,47,9,1,0,1,26,4,2,0,1,0,False,True
django__django-11276,django/django,True,False,False,True,True,False,True,True,26,0,0,0,548,0,0,0,True,1,4,3,11,14,False,True,Submitted,True,815,388,414,13,372,708,9422996,186137,9609133,5586.409193515778,1.17.2,68,10,1,0,1,63,9,1,0,1,65,9,1,0,1,91,11,1,0,1,219,9,3,0,1,242,8,2,3,1,43,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11292,django/django,True,False,False,True,True,False,True,True,1,0,0,0,31,0,0,0,True,2,3,8,1,9,False,True,Submitted,True,536,256,272,8,248,472,5885478,68055,5953533,2445.2675223350525,1.17.2,58,10,1,0,1,75,9,1,0,1,57,9,1,0,1,117,11,1,0,1,91,9,1,0,1,63,8,1,0,1,47,9,1,0,1,28,4,1,0,1,0,False,True
django__django-11299,django/django,True,False,False,True,True,False,True,True,1,0,0,0,103,0,0,0,True,1,1,1,1,2,False,True,Submitted,True,574,275,291,8,267,510,6252294,74672,6326966,2435.308874607086,1.17.2,136,10,1,0,1,65,9,1,0,1,59,9,1,0,1,121,11,1,0,1,67,9,1,0,1,47,8,1,0,1,51,9,1,0,1,28,4,1,0,1,0,False,True
django__django-11333,django/django,True,False,False,True,True,False,True,True,1,0,0,0,2,0,0,0,True,1,1,8,1,9,False,True,Submitted,True,566,271,287,8,263,502,6982460,87359,7069819,2924.1271913051605,1.17.2,60,10,1,0,1,75,9,1,0,1,69,9,1,0,1,119,11,1,0,1,113,9,1,0,1,51,8,1,0,1,49,9,1,0,1,30,4,1,0,1,0,False,True
django__django-11400,django/django,False,False,False,True,True,False,True,False,4,2,0,0,58,0,0,0,True,1,2,10,1,11,False,True,Submitted,True,564,270,286,8,262,500,6493903,76423,6570326,2499.6459283828735,1.17.2,112,10,1,0,1,89,9,1,0,1,69,9,1,0,1,97,11,1,0,1,83,9,1,0,1,45,8,1,0,1,45,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11433,django/django,False,False,False,True,True,False,True,False,0,1,0,0,136,6,0,0,True,1,1,2,1,3,False,True,Submitted,True,556,266,282,8,257,491,6975588,105862,7081450,2858.8207108974457,1.17.2,100,10,1,0,1,53,9,1,0,1,49,9,1,0,1,113,11,1,0,1,117,9,1,0,1,49,8,1,0,1,53,9,1,0,1,22,4,1,0,1,0,False,True
django__django-11451,django/django,True,False,False,True,True,False,True,True,6,0,0,0,45,0,0,0,True,1,1,2,0,2,False,True,Submitted,True,522,249,265,8,241,458,5285326,71524,5356850,2252.70703625679,1.17.2,100,10,1,0,1,59,9,1,0,1,47,9,1,0,1,103,11,1,0,1,89,9,1,0,1,55,8,1,0,1,45,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11477,django/django,False,False,False,True,True,False,True,False,1,2,0,0,151,0,0,0,True,1,1,2,1,3,False,True,Submitted,True,464,220,236,8,212,400,5107933,66619,5174552,2371.992442369461,1.17.2,90,10,1,0,1,73,9,1,0,1,49,9,1,0,1,73,11,1,0,1,55,9,1,0,1,49,8,1,0,1,49,9,1,0,1,26,4,1,0,1,0,False,True
django__django-11490,django/django,True,False,False,True,True,False,True,True,1,0,0,0,23,0,0,0,True,1,1,1,0,1,False,True,Submitted,True,570,273,289,8,263,504,6002369,125457,6127826,3491.2908532619476,1.17.2,88,10,1,0,1,93,9,1,0,1,53,8,1,0,1,109,11,1,0,1,95,9,1,0,1,55,8,1,0,1,49,9,1,0,1,28,4,1,0,1,0,False,True
django__django-11532,django/django,False,False,False,True,True,False,True,False,1,0,0,0,130,18,0,0,True,1,1,1,1,2,False,True,Submitted,True,512,244,260,8,236,448,6465941,65496,6531437,2426.5291423797607,1.17.2,72,10,1,0,1,61,9,1,0,1,65,9,1,0,1,131,11,1,0,1,63,9,1,0,1,47,8,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11551,django/django,True,False,False,True,True,False,True,True,1,0,0,0,119,0,0,0,True,1,1,19,19,38,False,True,Submitted,True,518,247,263,8,239,454,6531185,80797,6611982,2618.567319869995,1.17.2,94,10,1,0,1,91,9,1,0,1,39,9,1,0,1,95,11,1,0,1,79,9,1,0,1,47,8,1,0,1,45,9,1,0,1,28,4,1,0,1,0,False,True
django__django-11555,django/django,True,False,False,True,True,False,True,True,1,0,0,0,26,0,0,0,True,1,1,22,0,22,False,True,Submitted,True,1646,784,836,26,739,1419,17492802,482363,17975165,10392.159602165222,1.17.2,154,10,1,0,1,97,9,1,0,1,71,9,1,0,1,117,11,1,0,1,483,9,7,0,1,651,8,8,7,1,45,9,1,0,1,28,4,1,0,1,0,False,True
django__django-11603,django/django,True,False,False,True,True,False,True,True,2,0,0,0,58,0,0,0,True,1,3,4,0,4,False,True,Submitted,True,480,228,244,8,220,416,4588279,69144,4657423,2134.4192106723785,1.17.2,72,10,1,0,1,57,9,1,0,1,47,9,1,0,1,109,11,1,0,1,75,9,1,0,1,49,8,1,0,1,47,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11728,django/django,True,False,False,True,True,False,True,True,2,0,0,0,44,0,0,0,True,1,6,17,11,28,False,True,Submitted,True,577,275,293,9,266,505,5968022,79820,6047842,2586.922988653183,1.17.2,58,10,1,0,1,65,9,1,0,1,39,9,1,0,1,93,11,1,0,1,99,9,1,0,1,150,8,2,0,1,45,9,1,0,1,28,4,1,0,1,0,False,True
django__django-11734,django/django,True,False,False,True,True,False,True,False,0,1,0,0,275,0,0,0,True,3,4,21,6,27,False,True,Submitted,True,1727,845,870,12,776,1570,36448270,1131055,37579325,15045.92188000679,1.17.2,150,10,1,0,1,69,9,1,0,1,312,9,2,0,1,142,11,2,0,1,930,9,1,1,1,51,7,1,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11740,django/django,True,False,False,True,True,False,True,True,1,0,0,0,109,0,0,0,True,1,3,19,1,20,False,True,Submitted,True,745,359,377,9,349,670,9395743,101837,9497580,3379.0246963500977,1.17.2,122,10,1,0,1,87,9,1,0,1,61,9,1,0,1,141,11,1,0,1,91,9,1,0,1,170,8,2,0,1,49,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11749,django/django,True,False,False,True,True,False,True,True,1,0,0,0,34,0,0,0,True,1,1,8,0,8,False,True,Submitted,True,530,253,269,8,245,466,5723789,69527,5793316,1930.8266198635101,1.17.2,102,10,1,0,1,61,9,1,0,1,55,9,1,0,1,95,11,1,0,1,63,9,1,0,1,49,8,1,0,1,81,9,1,0,1,24,4,1,0,1,0,False,True
django__django-11790,django/django,False,False,False,True,True,False,True,False,0,2,0,0,77,0,0,0,True,2,3,16,1,17,False,True,Submitted,True,719,346,364,9,333,643,8009485,149278,8158763,3982.373330116272,1.17.2,86,10,1,0,1,143,9,1,0,1,69,9,1,0,1,117,11,1,0,1,111,9,1,0,1,120,8,2,0,1,53,9,1,0,1,20,4,1,0,1,0,False,True
